comb,sigma,b,epsilon,c_min,d,T_s,T_m,T_sr,kappa
23,0.44532177736307493,0.11415011331485585,0.08626886511803605,312.72122889358104,142.64088717790042,7.669054556338582,0.8913919288520701,2.3045504885409027,0.3224522230050061
24,0.3335975931258872,0.3300805182550102,0.818305450276006,324.9280263484359,350.17417421190254,3.8755275826796423,0.20172299049119466,8.706286609575617,0.7388716588634998
25,0.6003488817287144,0.4902745912380051,0.4921052415063605,263.98495712951865,235.33741107689497,12.482741519341245,0.48032339987531303,7.7026538972284175,0.6167934689200483
26,0.28180350386421193,0.915008470333647,0.5281752326388378,308.94423622477353,318.64649622939436,65.02119143941812,0.2345561035249848,8.831476990961935,0.04549761791317724
27,0.13878872486366892,0.527135362155037,0.8487045382114593,72.20310317327977,231.30804614361378,36.4371708425805,0.9762485397956334,1.9348097080965525,0.6786129622326699
28,0.5379289811106864,0.6252379357893951,0.34079252163134516,346.78712724383473,270.53844964951463,87.39250131998467,0.04792986324056983,1.5656108369203285,0.10132246305397712
29,0.709334708421491,0.09051898051868193,0.07927101530483924,202.4873738736242,160.6715005985545,53.754131616163065,0.023392481075134128,8.010115345388417,0.8229262140728534
30,0.4968563366238959,0.9204284126479179,0.26423997061909177,335.07725571504085,221.62710154895578,40.37909872564953,0.9500152095372323,5.414139012615662,0.23611287028691733
31,0.5812274869498797,0.7423883046356495,0.14659255639789626,145.62931638745516,295.3514963608673,38.85145659947954,0.00994324708217755,6.6202336705084885,0.675945753341075
32,0.4233362538649235,0.14568882905691863,0.391917602363741,48.13340983903111,324.087654755217,69.78073242579494,0.9588673623264767,1.4632856237425003,0.4211790257466491
33,0.15685368029889651,0.0629408339583315,0.23042595692863688,61.612400096322595,201.00263415149692,16.91828523201542,0.6111738674801309,1.4740418409106788,0.34203297600359656
34,0.6259450737575535,0.23610662702145055,0.2482606947356835,311.7694386028141,289.0401303173499,51.93448880831711,0.4632181409779005,5.787713136981008,0.8506928505923134
35,0.37458806097647174,0.8709171165230218,0.3626762874370906,116.93393107391894,355.4148066668222,22.26003597607487,0.7738879604542163,3.9164710136768406,0.6389459731106181
36,0.4377384252252523,0.12126012277579866,0.8925615112814121,20.859841079108417,100.05175006027706,39.12440032098303,0.6204178880532272,2.7142279970853123,0.6880771213239059
37,0.40112229853635656,0.1672286012105178,0.5486133269681596,66.7091917367831,131.51287012937385,29.989968414646572,0.7348378954885993,1.7729861803024543,0.29791619571857153
38,0.5778948238561861,0.21304343269811943,0.412478195159696,184.42349269039332,211.76999856196903,34.07763538735267,0.513592471525073,7.0331087338568175,0.9711923535794486
39,0.2749611086400691,0.9210361408672761,0.07163362142117694,175.9890008632183,147.79215984329304,83.60225641513709,0.8159026310313493,2.4224671871850734,0.8860980751321186
40,0.9468330565062352,0.12856718074972742,0.0814493185468018,226.7208607606202,78.3852922694264,68.31013461212325,0.3036027281815186,6.2050060010312595,0.07956850191764533
41,0.1900479440467898,0.4218578983638436,0.13152472437522375,236.68772841809687,167.62801462673116,81.64098301803787,0.16630709149851464,3.13513642342668,0.2746611535714474
42,0.5020925381968263,0.9703952392484061,0.7940131577693391,238.73939492932706,76.60186058756243,41.40246319591487,0.9420211368589662,8.387499695648206,0.7589735062986147
43,0.9356066072706599,0.018121691475855187,0.7501302646112162,92.52638597015292,230.21315384183077,77.54795892636245,0.6171777154721785,9.58783127548499,0.31247575509687886
44,0.8306371041480451,0.0891470966336783,0.7529613440071699,166.0549862216398,320.948660385916,79.22546695302846,0.8544096175131853,6.500820489228703,0.7309877892772202
45,0.7574137905088719,0.7986484011916909,0.7252612870566081,247.06082325763853,204.37118692248688,65.56351334945998,0.25236582483653913,1.280253433025209,0.018233138528419658
46,0.7480734116758686,0.32155329183372666,0.7365477636419236,7.378163415646554,359.265432508721,7.439991408809553,0.7055793533371761,1.2776483676042407,0.8646946452383417
47,0.12956941100675612,0.8510610469223466,0.3643759588848334,329.08539188112917,172.61345107682328,32.98822974600317,0.36928628230211324,3.703072691166075,0.19647682581585832
48,0.9098516703697387,0.4411338346786797,0.8071782355019823,321.71062659999876,73.74838794004917,42.476825206408975,0.15010535085736773,5.286568386589876,0.17618976745498366
49,0.40562374679232016,0.5563202498382889,0.46795956466416827,233.37831966501327,112.37188717273808,72.28932442394411,0.8866378180359025,5.721770567651139,0.5969868501718156
50,0.8178167747796978,0.6827013546554371,0.22021795384190046,327.41739281013906,249.05616142493486,24.150745306034107,0.9135107503456529,6.810084425945999,0.8453921302154195
51,0.9256112503716722,0.6340779604564887,0.20192569544049913,307.82080451423525,165.56629840441047,54.90440401854878,0.5833152029821649,2.6542598178568295,0.964183497933438
52,0.06900710051762872,0.07192821365129203,0.8015617150198668,50.727871982787555,327.72547806567883,30.529855927383526,0.48891943534626625,8.081547479629283,0.057483987753046674
53,0.41442367700464094,0.23782577408500946,0.7352957332429941,180.94339788658024,162.4113440788258,28.858368296087253,0.9731685496266,1.0548412902487907,0.13874075040989556
54,0.38137098485790194,0.10949735277658329,0.5659092095331288,103.0101749724433,24.052837884344157,50.48573373541865,0.12072902246331796,7.9541733157578856,0.27647987903561444
55,0.6341282542499248,0.1829586364130955,0.9898979423590936,336.6765316016868,223.176064810575,23.54042602447304,0.8293172890748829,6.3593394968074275,0.06437153608421795
56,0.30246019568061455,0.8431114217012655,0.002448781081242487,213.3209177885577,195.0144370227102,31.058946086075622,0.9063745385366492,9.079618551461492,0.3953076825309545
57,0.4033260870827362,0.315656878502341,0.5841766337512526,58.59708384871185,5.219266194065101,52.08645475021634,0.5592442287984304,8.762557526158169,0.9500590604583267
58,0.4102041560658254,0.8835690478626639,0.29775358828459864,219.2334822113812,114.3149780632127,69.70540944977314,0.01414583751745522,6.720183854493312,0.47707130047027024
59,0.6153189161042683,0.7749863653220236,0.5383691593168769,107.37772337456197,68.20908234777768,60.65150886493642,0.37574909153161573,9.996951925787842,0.9310078904184047
60,0.5114218512680382,0.5359203995272983,0.8746041952627711,25.763567069768904,176.62239244131464,89.07642445128131,0.5865332749618684,7.713637489045504,0.5110528042877559
61,0.8265812990737613,0.42261878558434546,0.6808065965054557,25.099770655688644,152.99194799019304,54.29349821421225,0.0902173880119808,2.4966543293087744,0.8125944497599267
62,0.6849855477011297,0.512497934301151,0.5929985912060365,129.2056879686251,267.7154840163263,47.08298111379938,0.6438893432312179,8.054223145785741,0.6730891325897537
63,0.7295449485532008,0.4704563717052806,0.33609324612724595,338.6980849557981,5.954024272490293,6.8642298498151355,0.10668922877521254,3.5166785680097528,0.01772282456769608
64,0.09195896223164164,0.4102212046959903,0.5728007391919382,126.20475253173115,5.409463760902174,23.72112772363657,0.5686709394557401,5.205282178034075,0.24443107403279282
65,0.9652641987451352,0.12689194502471945,0.9567109366946388,5.068495343142748,212.78354599904827,77.10717743939604,0.27816622027684934,5.322004345109686,0.823124734167708
66,0.03388604558305815,0.20113104262715206,0.37468844836903736,70.19060635287912,92.72498809741529,66.66489380177204,0.36051089977729134,2.167292871685466,0.23320958475163206
67,0.6718135955065955,0.629588026899146,0.9416045606534462,143.63569550995976,257.8942439719718,82.00214830417978,0.8751712195519358,1.321944483457366,0.2296318899313919
68,0.38386733489646574,0.5440663635407109,0.9353214974962175,34.35257869142742,154.25074746598582,69.29232846294484,0.41561812827782707,9.303098619571655,0.3571253465414047
69,0.14887024887301958,0.39233868329529653,0.0994743164209649,171.5963656588316,281.0240305337766,86.65150111420894,0.7240851753482129,6.683354017052799,0.5837624684912153
70,0.6884931035921908,0.4517931583847385,0.13484401629585774,330.2664982705802,93.85419351116941,77.4077859956997,0.2065123521834612,6.898747462270548,0.1297781855801586
71,0.05842397096287459,0.8561986249496695,0.6094087503631599,357.25840864798425,214.48780427851432,17.641321698244194,0.6846948173521087,7.879370025298559,0.45693330450262876
72,0.4703238014734816,0.7293895050638821,0.03565698511712253,101.92683416731805,324.62521128802376,87.1453341829055,0.6610682359905914,1.4318877124669962,0.5403339491405059
73,0.2522827056485694,0.029755513565149157,0.8050785541201476,70.92109758109898,54.29241688249354,46.306587669785365,0.9309075203971006,9.523911383153406,0.536417047156021
74,0.7644087233187166,0.3688640219164081,0.9294571989679243,117.69730911949873,117.44963087467104,60.89389835895738,0.3310515807170887,5.600711701854831,0.45778654877608643
75,0.2727846172975842,0.19896154991118237,0.36943131593149153,208.02326148868502,361.6347250411706,55.2110688203997,0.03304886791529134,5.561867049536435,0.3470015498267021
76,0.006274248030502349,0.5465386267870199,0.30196648608264515,21.594242606134713,119.17052398961131,19.067281588715733,0.6213754660689738,2.7303522519515826,0.7337679145159199
77,0.02727165265358053,0.35832701952569185,0.12201753862528131,161.37371492655276,136.34954235730692,68.15433008817374,0.9579415264711715,4.781208781363443,0.7041505920002237
78,0.04675580799835734,0.8480117778922431,0.24313786048046312,364.91791851884125,115.29745155711659,8.81456681172806,0.4086935201759916,2.9567320888459214,0.48308944487478583
79,0.07130920641776174,0.7041737596881575,0.2667641081006732,292.285151716888,319.4752002225071,74.70690862996503,0.5213814371873159,8.15063922024332,0.8921574995028786
80,0.07549117137654685,0.38737208472471685,0.9242642694171518,307.5250061560646,33.53356825609598,71.54936459184927,0.19907913003349675,2.4838475039168264,0.5380171077873093
81,0.6337897241509054,0.8180889528659172,0.48110758034768514,235.00564603997765,353.92553573029676,44.417927160251416,0.7038991725612431,3.308774706321536,0.5162726339821238
82,0.004339100758545101,0.46632682444201784,0.32798812878667377,247.28085293519794,325.5059456381565,85.96431676069926,0.05101810046751052,1.8096424397369848,0.5250856771946419
83,0.59452694308036,0.3180732629674021,0.5578654098853003,169.47166219758986,278.2488025519885,68.47224095280794,0.5961270261653699,8.034286879623076,0.4866382466668729
84,0.21747155609424226,0.2398009477437008,0.7202343437643721,168.14072179398386,85.66848688504565,75.45457711673458,0.6524716198476963,4.568025034427643,0.26996334917191417
85,0.30650665040547026,0.3433339479388669,0.728149714828236,259.0190321327478,245.56811113043872,7.726328379101353,0.8856970692721661,6.8815568495772315,0.2596769049062859
86,0.025655213304562493,0.3234233061352279,0.8166221380878705,189.10704708841888,82.03356198686734,69.8965504294457,0.09818209397629835,2.2332734152926133,0.7464403016832657
87,0.6663994501959533,0.137617282274412,0.25216622718120923,250.9232426431313,291.99088536929713,65.52032812886988,0.24111904308060184,7.171153689475031,0.11236437735124491
88,0.35158820914453826,0.3526363780712709,0.6554261560479645,43.67987040795684,354.36014450859835,88.33158778480045,0.6380919364462606,5.631185271028661,0.22063636951893567
89,0.31354680796363393,0.09982231651525944,0.3996597161332611,3.1875471594914795,131.15065164106153,1.703955028093187,0.17325522364559584,5.5001062490297485,0.18632539128907957
90,0.6752203893286641,0.5851937344139442,0.8360992249040864,31.28812574424893,148.78750553051475,68.67772770460834,0.6197048129439354,7.852499528669752,0.050881972614908594
91,0.03827080082264729,0.06832590275304393,0.04565704689384438,278.84406006390304,168.9039893552428,46.82487898346921,0.2262600856893696,8.690911292373668,0.6494621945724357
92,0.8687077027414926,0.7694845136376098,0.1402073675193824,322.6453222410083,206.91582207442448,25.36784551616921,0.7409478650416713,9.910578341566492,0.5019071406570729
93,0.1686307827993296,0.6787407860411331,0.05599335676128976,78.99542363182009,98.14861646832526,13.946935554283206,0.9112853838617447,5.980579914517934,0.8162153199594467
94,0.7896062315520831,0.47151872857450505,0.9721589854971971,334.3246322104439,178.40278281501773,43.95721506577916,0.9162721396374982,6.449795731523074,0.08359234017482958
95,0.12667441245890224,0.5817486077945214,0.1332738014603965,278.9753418944329,337.5507825855762,62.9310667982013,0.7980021242615767,9.33507975167455,0.1152471066901926
96,0.48361784671829083,0.23203696076665073,0.4259577731783502,265.855655844903,66.46305648247433,22.093492100972217,0.7368605637617874,6.0395230673081235,0.7786041411624756
97,0.6533335001475643,0.7668132584230043,0.7885014308860991,5.380957790532708,161.97998945275882,48.12663590195216,0.40662175450613725,3.743522728189826,0.0542857945964206
98,0.9007195506016724,0.03283542480552569,0.6005819201476407,32.70205783734024,206.04336065385584,82.94400463391281,0.726557588287862,4.888810305902501,0.9305008325865493
99,0.7463910397931468,0.35963815634697677,0.3514954818317201,20.45223712745309,316.2933279891657,34.5013669815876,0.35167151272669434,7.586321928281104,0.22763014823151753
100,0.18116543447598815,0.9169960535855498,0.17387914631259627,141.5746640126765,12.976428920722567,30.718863585947545,0.9145826941595878,1.9573936659933533,0.002582802308956161
101,0.8042459747111425,0.14063049390446394,0.9483357816284989,335.969827631028,256.10563744186516,32.486552899938076,0.8196969158700668,6.822184973353054,0.11430299028614536
102,0.6410381152869667,0.5307733628656716,0.5466003991321194,132.32308405792713,35.271018923001364,80.79001899694582,0.6815170467707794,3.9767317753788083,0.9870677963623311
103,0.6069510054155253,0.6380755722913891,0.6328919487528037,34.82791810500771,15.593484690563754,30.769521389349595,0.26495081577822566,3.302517025270732,0.2326475412666332
104,0.6311585863034707,0.5847957790335641,0.7263903924624902,138.4519716383353,208.84653399076032,67.10952795318258,0.860074117863318,9.743652751183138,0.7683321532250847
105,0.5914152971815784,0.42360970042902046,0.5764343829231803,214.21614146935642,13.485465323459357,58.19646607544739,0.7337231616403442,9.29509215889615,0.30353036583564247
106,0.7367751371522899,0.16854397062491625,0.39895824941294267,239.4971151760906,38.700443170511164,40.700416488585994,0.31290667400858363,4.905688666314353,0.9857167220120319
107,0.871162356775254,0.6922950110158418,0.4580951182777062,4.774216650231183,363.19681126401576,4.164622838558629,0.9211834326183889,1.1323371226293966,0.6727003313570749
108,0.198431634146953,0.5875688975043595,0.566200886010658,75.32755320018977,316.93361426771713,23.63508895522077,0.44297402478964065,7.912274622691097,0.4001626517153345
109,0.7338939760443755,0.7318842073124834,0.82718212703662,254.36978690375835,102.0175520004211,13.03813608964882,0.3905573192506563,4.860139535596594,0.867511046261061
110,0.8059220086580609,0.48815187060437165,0.5081560124633834,274.3799442755371,307.8643133034622,70.2432556136658,0.40597290028003047,6.731925753213698,0.8944636783374008
111,0.7251994760767557,0.47681554637732915,0.826232214841526,320.00485419415384,223.4637637897283,35.91573650483904,0.14440852704434656,9.520409644745756,0.47169920203182847
112,0.5049102623893413,0.4293810965796001,0.45437136342190204,201.01662401655017,9.737740475650877,40.85829165470437,0.16004855110729113,7.866504566350254,0.5650741414595395
113,0.9524362701198552,0.28761004224047065,0.4172220656175632,265.2038652160302,115.66433883150853,46.659304991479964,0.4949228818777483,6.415759221864166,0.5956584392008372
114,0.8642695629207883,0.7850418885615654,0.6919021462209057,321.5626081843823,96.49528656032867,86.09198317190842,0.2669086380812805,7.11475292728818,0.7439668166511693
115,0.5065418374522124,0.9816280524341855,0.49610977913951504,273.9445264375567,26.153437220634892,54.98461519319308,0.4598145554822404,9.684810384146402,0.7275916457038838
116,0.3122133790589869,0.7435081801582127,0.46572729711676947,295.5250504586116,269.97271126115135,72.57047407911043,0.3265650214280468,7.928878128847107,0.1461250574127771
117,0.06790756032406352,0.6234405268162955,0.7332693459496368,182.31762225281895,326.67102843312176,37.19705458988971,0.43223434092663227,2.3184511528310834,0.35129013219242916
118,0.9517191600701772,0.08598649745504372,0.6251975381781812,322.74941934039146,133.75988192312232,66.32209660552186,0.17294948296365328,9.768866311135236,0.9205541590584908
119,0.9550384934381582,0.8722956542582251,0.6749381918280851,3.50468916721642,315.4171706919223,79.64093248880422,0.62951882590889,5.9706389685806345,0.27584431124455294
120,0.049777530174702406,0.2447597646450158,0.9823183669454884,270.41979336122574,348.71078702032565,18.793086007323584,0.49626666303584355,4.789390714935493,0.9279484301821794
121,0.9395109618345742,0.9506209879857488,0.04928716995893046,354.2357907221839,19.527414254818112,41.90918915028428,0.7043148771072738,9.557884494221536,0.9054370812750422
122,0.6194909613232594,0.7627966741889249,0.00447112993313931,56.305522065857055,187.756680018208,38.60409161321004,0.3226227965513244,7.679527130278759,0.007355623486684636
123,0.5280937046748586,0.6686864364566282,0.2657479843371548,252.51060588912367,351.8454478349294,57.23437341391807,0.6141162809829693,3.3979027979318053,0.0940635778347496
124,0.20881747268768958,0.335280301369261,0.5037308860633056,240.76566796723753,289.4457593471212,56.13350603265059,0.7452920285663568,9.1513956099571665,0.3824843542596791
125,0.10014424695982597,0.9064808178672101,0.217473825576948,90.24346497180314,321.79566531222594,49.470110746634894,0.002370169622125104,8.274487774880836,0.9394335228332784
126,0.6092357490835711,0.34154781492822806,0.5850399201801046,269.7086935487762,20.2931776274452,36.35672124446626,0.8128338779469486,5.933886516748927,0.31017138254921883
127,0.3693899953889195,0.3619986571674235,0.8212749222675338,114.10799613350927,246.79753976117354,75.17560393277486,0.9342482624228579,7.376050474067451,0.5763507337383926
128,0.69328266066988,0.810178157346556,0.1379004059890285,94.18596414989979,24.474582327635027,58.56071849116986,0.05561489909514785,4.037825805919478,0.16530849013314583
129,0.473332384319976,0.17038565313536674,0.2399974116832018,167.470956558308,166.04931785294787,11.368248782604933,0.47507575030601584,7.603356003832305,0.5552586927395314
130,0.6654078379608691,0.006206702389055863,0.20818685616599397,167.15697944400907,71.14234125419706,37.063963523448216,0.06595438822335564,7.108673343122238,0.6635120937169995
131,0.3092460185289383,1.6262117004953324e-4,0.1255002263977658,108.96585256870537,40.72239931779075,41.22745765396976,0.6072024117214605,8.401908700535074,0.843634529044386
132,0.04083358862972818,0.5026780113989953,0.19473781550466082,122.10674208805412,100.7382097352268,72.10556911637796,0.06698052615253255,8.902473443194525,0.0037697641362901776
133,0.22249313327251002,0.11110991906002164,0.4040655603539199,23.895045058749616,147.58480799385626,88.4380052419384,0.2696328201529104,3.788858771323692,0.9768469742306043
134,0.8069465346515644,0.8979160217698664,0.767460519344313,303.9526168910876,99.56925629767775,88.73275454650471,0.7947087024648208,9.027586082443595,0.5548367808896583
135,0.1942957140461076,0.6087534159747884,0.6728173152969684,337.11971455532165,51.37257737268228,10.1830521401593,0.78844326153351,3.024665803724201,0.938481370740803
136,0.8374490573378279,0.5942029534773902,0.1180933861869853,263.66083410889803,192.9135560075147,51.0049942168328,0.8725521981462371,1.9473153613056056,0.45219294837024065
137,0.9442994205106515,0.26893567663175055,0.05990572672965937,309.5906246630907,183.83925845179334,89.17911640752178,0.903850692175096,9.439882777736523,0.8575267478285823
138,0.5194722731583752,0.13571185005130246,0.9531788770230487,42.13546053369493,78.78659017878492,84.8604715115591,0.6713181487889961,9.73348884146032,0.034035204082727435
139,0.7785293493827339,0.7576871011566836,0.8086799882210326,364.4576668083772,83.46282710919623,35.67407830862328,0.34695465552969834,1.916559274938889,0.009780192661099136
140,0.5260678752872627,0.14679018747387454,0.946707371857483,223.2736935145259,180.54908376341777,74.41438023084123,0.019333665922749786,8.471155675913208,0.14395478299469688
141,0.22152306600357405,0.010774662774056197,0.32685945833218283,53.64146425360442,220.48021881875673,36.77216999749094,0.2135213978632819,1.0337802398845088,0.8002022895249538
142,0.9360600726800039,0.539706327764783,0.31131347562139855,35.95622850451768,228.2513205413595,80.2273161393674,0.0861734057534486,6.279791666257195,0.2919090827666223
143,0.32949226376134905,0.5311099973311648,0.29360941601451485,31.111966418403387,153.44520592767654,24.569739158421523,0.43073145372304134,9.414646708872867,0.5616066726408899
144,0.11251598888589069,0.5703061569794081,0.11192712931381539,128.75591215564756,274.797002673829,73.92866345388978,0.6833541385466233,7.2693257915922445,0.1710054064055439
145,0.4397782608349808,0.6738999227508903,0.80280300602293575,303.62985526593474,91.30831006914471,21.492689520511544,0.18926353413099423,7.492836666656192,0.26234752164757813
146,0.08440354793891311,0.21098592396685853,0.9184711617447902,228.76287252146452,239.4561085425485,9.265285421030363,0.702534063603729,7.002616402526153,0.8474318976753857
147,0.9831713756844401,0.6862981651930604,0.344777114670258,307.2574132111147,226.6602264621053,87.68638042265246,0.8575733723966404,3.368973769699689,0.8305953701676335
148,0.9308851747545414,0.9953561770487577,0.6525265272599645,160.1273691853106,190.9699766810015,77.69520740493364,0.7717713917489164,8.446357802832498,0.23964214636920952
149,0.9889024939551018,0.24953474455908872,0.8611220709164626,38.900063668467105,55.398830361433326,73.08200768348435,0.20027243511448614,8.112386125152232,0.05112708944338374
150,0.8271371117944364,0.35344530728342943,0.8000884886630811,349.0815785343632,283.3418710420644,52.57765473108668,0.21926230235467664,6.967510401943466,0.05980966785433702
151,0.17855007404042408,0.48275475883390756,0.9251910637293477,361.7942661355406,261.6518417527238,3.185053037549602,0.3507560910936445,1.0980063280339818,0.3745501560859848
152,0.6722796828555875,0.363112880715169,0.6018273510879372,64.19078560521604,333.74002637050114,14.369237261786125,0.12668334500794298,9.814890082182362,0.06266528344084508
153,0.5796535864863545,0.6968200879665092,0.6958968707460444,32.16671650272608,46.65564610619005,46.999327594483496,0.8235481639038771,1.655270152540179,0.860131209707819
154,0.8694835724616423,0.6486453662118874,0.3736362628610805,21.103295029859243,171.91269520267753,48.82849669449101,0.18420314835733734,4.478301827530842,0.6000786050995812
155,0.879268830684945,0.4562311540709343,0.5368826224033255,198.26728064870537,343.7397612410551,51.15150444468763,0.22120327917207033,6.471574350997806,0.9400072479434312
156,0.1459843041396234,0.8255485220430419,0.17654375562886707,314.45164762845786,320.349422654924,25.973637965067756,0.7809877384337597,9.610419459855882,0.09927211689692922
157,0.38933158667944373,0.40418719410779885,0.43509355275612327,356.50261166320894,33.17000049934443,74.28401057426049,0.2916630696528591,5.759464850419201,0.8242076754616573
158,0.9068103247834369,0.6677686350459698,0.3829295649197884,125.43777235260158,350.02329374348,45.34764956717449,0.5803008194316644,1.5034771114285104,0.19310334933898413
159,0.899891896752175,0.6911850055591203,0.11036607836163603,302.8167435387507,117.0899068231117,49.57580388088547,0.6308197263127658,1.1014691118902993,0.645366140502505
160,0.3231603090621065,0.7090272637265734,0.4491618372465018,302.0082171927348,264.73459884233773,84.48271180903981,0.33289843413000925,2.6611345544396903,0.19995287941768766
161,0.34992949803732337,0.6725555087458343,0.6421863677031361,248.3886281930059,3.043030251907185,17.486058763808803,0.66493482733774,6.316293128056452,0.5187799713262357
162,0.6830471398090012,0.6149513069987297,0.6949819126385264,164.9067439364776,297.7799596338812,43.84811128632887,0.6459779998399318,7.154200977558736,0.33807592527661473
163,0.17658942003990524,0.26791945412475615,0.16868334939004853,250.53450085129143,24.962468319830485,5.811571746621281,0.8307599788224325,9.21811068631406,0.12368426603055559
164,0.7606502574903424,0.6835001782162581,0.2386168392957188,79.80104827666133,146.3516022987431,11.887030085220001,0.8521863473178819,5.444681379273068,0.8053263753943611
165,0.6178120728293434,0.26673722251714205,0.9973281169133261,239.77487781615554,348.35683666165636,27.08491231143381,0.12208660060935654,8.806824297833721,0.8569295014077798
166,0.4718917444450781,0.2614459616639651,0.785257439401932,274.88605646291376,41.54902299395949,64.2001774850674,0.23861389154219068,5.941451114732772,0.3535481146096718
167,0.20065814925334416,0.1506186638653744,0.5268132993914187,298.47479173782915,183.41163992975,56.047003792097094,0.27274397133407186,4.405078608890297,0.4675394608641509
168,0.4117690846482292,0.1837618852306623,0.47355207707523367,351.4025404947847,287.9978601771919,63.6637804373994,0.4107678371442016,7.211692670938559,0.033579934689216315
169,0.10386557074193843,0.934130462532863,0.20658138906373644,151.7933664508566,329.57667308905815,86.92932296702172,0.25008377834782003,2.0660692000123673,0.7804159534203354
170,0.6489386373907328,0.22925470675877296,0.81138351622154,191.93194460880457,90.05683609158639,82.84498478726017,0.004434637832455337,1.3244994838105049,0.573961738642538
171,0.39249895115825345,0.40836256787041203,0.5052505017605144,42.73216980544776,300.43273538725356,68.04256238872092,0.33455201583588495,2.6720265560147816,0.38452161189541223
172,0.919002183763776,0.6030863369340077,0.45510772776743397,337.6482847841337,159.18182891413105,35.58969381629769,0.8211181490891613,6.660562345166225,0.6489754408560693
173,0.20389304295019248,0.49741847822326235,0.3599475838989019,170.03076970025748,201.83735116783902,64.93910787460882,0.6973122940438334,9.238993777885335,0.8817605685002636
174,0.6202715259918478,0.21484207632159813,0.3703061788729392,141.3669708308175,169.95711786054633,10.51022453641286,0.6102539093710948,9.419900440086844,0.7556062309504487
175,0.14322562221391127,0.34512041399837473,0.5068112333570607,261.4877457054541,345.2341755744582,76.36800114757172,0.4553809163402766,2.7080800283073914,0.5376115690337029
176,0.5059681974973064,0.6319943340986501,0.6109077510812786,215.7396141966447,304.4028730725022,13.616996409876737,0.3991969103014562,6.865304325191536,0.8539119438978378
