comb,a_res_start,b_res_start,c_res_start,w_a,w_b,w_c,f_a,f_b,f_c
19,9,1,0,4.322069617386407e-6,1.1182753264868324e-6,2.034723251207162e-5,0.7026053349468857,0.8306945375436917,0.7345736318950076
20,2,9,9,2.8841895029890127e-6,1.7426799856933402e-4,1.790106994973076e-5,0.7211351247713901,0.8641458405149169,0.5870991974013159
21,5,3,5,2.165368784530031e-5,2.5590232506715615e-4,4.690349021598494e-7,0.8247468017840291,0.5948162980710622,0.9627561073461548
22,2,2,3,2.625659968510317e-4,3.056354689149596e-6,7.253649512780671e-6,0.604306513259653,0.8592067591531668,0.5265724278375273
23,4,3,5,7.645450321079522e-7,2.685808507940937e-4,4.305865840583118e-5,0.5151734437460546,0.9827658319282345,0.792204763459973
24,8,3,6,1.3949857236020768e-7,5.16740552468435e-4,1.5510282924743128e-4,0.7444781282386975,0.9374249312811298,0.9952163035206031
25,3,4,8,1.1040730157744026e-5,1.1797328094294593e-7,3.6429197790066646e-4,0.543288344419212,0.8435703763900092,0.5253262883541174
26,6,3,10,4.2608172535284975e-4,2.9402330399887165e-7,4.214690564635837e-5,0.6552423207300017,0.8894261222600471,0.9559639112069271
27,7,4,6,4.776263284327211e-4,8.946992785639558e-6,3.424762296755821e-4,0.7059134961910313,0.6098818840851309,0.728361178138759
28,1,5,4,1.0673483370390104e-4,7.832434212972291e-4,3.268663498870965e-4,0.726266978087835,0.972876634202199,0.7808301128478488
29,10,3,10,3.9705805092086084e-4,6.281164960038375e-7,1.6295591419217045e-4,0.5590102903849911,0.9508270785958739,0.7179006859312067
30,1,1,5,2.0926809065675772e-5,7.680590001375707e-6,1.1419661812852878e-7,0.6663101047259988,0.5375741639715852,0.5739909935545875
31,3,2,6,3.903288252427404e-7,1.8220972368393345e-5,1.4980902979531802e-5,0.7368806304289028,0.8065579309673049,0.7031182849846082
32,5,7,3,3.97691642984545e-6,1.7063502984349222e-6,6.538124125686354e-5,0.5849972553038969,0.9026339184861862,0.7831316700015449
33,8,2,3,6.864699030520952e-4,1.8602904141309614e-5,6.52978379431587e-4,0.7167044766979525,0.8372425133360084,0.8432800825253361
34,4,6,3,1.18574144298887e-6,2.6250977690299114e-7,1.1150627519466556e-4,0.7674614077409496,0.8114927630280144,0.8874423966379836
35,7,1,7,2.3006225573442977e-5,1.8224936033390393e-4,3.1969981140924905e-5,0.5713693815686274,0.6108772825170308,0.5283902208779473
36,9,5,3,1.119781543145492e-5,1.3001348849324668e-6,1.716158585774632e-4,0.7561911374923075,0.717410651775077,0.5024090203987435
37,3,5,7,3.843171253150332e-4,5.999214373462722e-6,1.14068608817825e-6,0.8538383194706403,0.593236595731345,0.9387412402334158
38,8,8,3,2.041996798504209e-4,7.146089365091486e-7,1.696592279698531e-7,0.679400182932266,0.6896607727487571,0.9226215597207192
39,1,8,5,3.4151332348325217e-4,1.4364087835217047e-5,3.179544234827077e-7,0.605680480073439,0.6034430642639054,0.9252226989900227
40,10,0,7,0.00015334889763959024,1.171996553789149e-6,1.0287597443050183e-5,0.9261455021564615,0.9199947320134378,0.6233670717068016
41,2,4,8,3.376335869288883e-7,6.887623958030445e-4,7.293812086530449e-4,0.5903273860042682,0.511893902984215,0.8575296942321584
42,1,6,9,7.407091671537018e-4,1.4972929266152907e-5,1.0590728819641869e-5,0.917310840616934,0.8338705499240896,0.8182774801142514
43,4,7,7,6.38595203707475e-5,2.7844924703044506e-5,5.961391739809232e-4,0.9098631054204889,0.5454887516886229,0.5118454699211288
44,0,9,1,1.4976749892789802e-7,2.80859240236379e-6,1.2413556006209275e-4,0.8401484980968525,0.9408964864000445,0.6078486890611239
45,8,7,4,4.162328371329595e-4,7.293824359198423e-7,2.752791757195369e-4,0.6023193848371738,0.6600862554530613,0.5563527096325998
46,5,8,5,7.927758166320547e-7,5.149622502710362e-7,8.045245299162244e-6,0.8854466639282181,0.9524587589512812,0.6808946835390525
47,6,4,4,1.5832972890424776e-6,7.74780482665434e-5,4.7440053385520064e-5,0.6027922674330184,0.7156478224404854,0.637933946815785
48,7,9,2,2.598409799216335e-6,1.7712821717212165e-4,7.319477741934044e-6,0.582375400486053,0.5011211742409505,0.9143927862260025
49,9,5,2,3.5442992001110586e-5,6.292658791244755e-5,1.300870626611479e-7,0.7655424348239321,0.5424556288028834,0.5262979225929594
50,7,2,5,2.521986535986658e-7,1.2926186671630823e-5,6.836334897784294e-5,0.8791364009662066,0.5367662564341444,0.7317664684902411
51,1,8,5,4.888835917997367e-7,4.8105932839613173e-4,1.932150328841933e-6,0.5606269709091867,0.7773367913690163,0.6109203746117419
52,3,1,9,9.728816787947666e-5,4.884138300875626e-4,6.157501661604404e-4,0.6959363905070349,0.9369930995113682,0.8265026405182434
53,5,7,7,8.558890426221058e-6,2.475255614825935e-7,3.383532442034232e-7,0.9048907693169312,0.5865033508409979,0.7690864448980428
54,0,7,1,4.401242193870574e-4,4.5791799834834475e-6,2.849331825311787e-6,0.6344555761986412,0.6997315155381802,0.933796740764752
55,10,6,9,2.5627152369115064e-4,2.3460033917328918e-4,8.186793165450248e-5,0.8171544961568433,0.7805133473644965,0.772277401612373
56,6,2,1,4.0918522715089283e-4,2.054439082225133e-6,3.567833324922681e-5,0.6481411986646708,0.9710477280502674,0.9853985906437738
57,5,6,0,9.208393192445582e-7,1.6980405074482701e-6,1.9403954807574152e-4,0.7076687476793304,0.6397502313017612,0.5611075281309895
58,3,1,8,9.804645155968382e-7,1.6211647009869775e-6,1.7497573192457501e-6,0.532168913084548,0.945376446278533,0.5389698196906829
59,0,10,7,3.915490505275631e-6,1.5347261141098714e-4,8.754526781786068e-5,0.7839999048381578,0.5066678120566066,0.5941339467358775
60,8,5,5,5.822106231075783e-4,1.4842935210537134e-5,1.1341114501585409e-5,0.9307733262599214,0.8080010734505485,0.6562425623607123
61,0,9,9,4.984449050868217e-4,1.0545979399712561e-7,1.597580760787184e-5,0.7841202413198771,0.5283425773080671,0.5200561833460815
62,10,4,9,1.9619242803296464e-5,1.1893485511147535e-6,8.066581418067248e-7,0.860221767688985,0.9568950010341359,0.8459228214697214
63,5,5,1,1.0536591974980696e-6,4.00337284715587e-5,2.4866318391037953e-5,0.9970290398619837,0.8880633672801778,0.5723199416603892
64,0,1,7,8.15370253297517e-6,1.5833812224128865e-5,2.457161731563817e-4,0.7484481426114217,0.9674350632478017,0.5602632429322694
65,1,3,8,2.4912150335973245e-7,3.555224151804741e-7,5.419736116975821e-4,0.9129026870003436,0.9103110033822013,0.6332407232925761
66,9,5,8,9.89282732655647e-6,2.7319947626581597e-4,4.473899676709116e-6,0.5707784120797879,0.6865143235003343,0.6526578064749483
67,6,2,3,5.476092640974714e-6,6.593216156452807e-4,1.4802180718684576e-6,0.6923692654104671,0.5300700113517233,0.5125798812990543
68,1,3,5,2.26804750540821e-7,3.255119217504401e-5,8.309194090513825e-4,0.7946275527368998,0.5666295701757772,0.9949090374474181
69,9,6,1,2.1389899328728425e-7,2.1596627820909765e-7,5.236626023632186e-4,0.9994994895377896,0.9133712778318441,0.7613012070907279
70,1,1,6,2.6862705749479793e-5,1.2657476378030064e-7,2.6976403416330766e-6,0.8554546168203232,0.7024118547843536,0.6658619599203812
71,5,1,8,2.3597428954555207e-4,1.8442208469374637e-5,1.6142809592714004e-5,0.8317566187107004,0.5190488437718014,0.5349656618753216
72,8,5,4,3.88921254355487e-4,5.050634214262686e-7,3.532500444132947e-7,0.7429883106048218,0.750931584102218,0.7114080692781135
73,9,10,9,7.590207074615522e-4,1.2174401727644355e-4,5.939609159295024e-6,0.9393727547265589,0.8634763401697856,0.5559119927972788
74,2,7,5,1.219145923984191e-4,4.3420919358810466e-4,6.370632103326897e-5,0.8004552085171454,0.8938120583002456,0.8311712181485491
75,3,7,5,2.4181343835860253e-6,8.965326451687943e-5,2.264936871167809e-7,0.7588249628627672,0.8158677708152682,0.5327150750494329
76,7,10,3,8.403583762974135e-7,7.007580876179257e-6,1.0187826297230099e-5,0.5725368231239263,0.5690755782600027,0.5487389864205615
77,6,8,9,1.5504301813346918e-7,3.563983598577987e-5,6.996694135135765e-7,0.9258067707264563,0.7640169030132238,0.6262531505266671
78,6,4,6,2.9868542491994415e-4,4.73347019159533e-4,1.907774029152404e-5,0.5346914938915288,0.8898713054724503,0.792923830630607
79,7,5,1,1.1185427860399685e-7,2.0857597146821294e-4,5.3881829721773135e-5,0.5834057252025232,0.9885091213118284,0.650687737103668
80,4,1,2,3.0721413859777536e-5,2.33333072647973e-7,2.7631946091317283e-4,0.7411927663289244,0.7277583345709135,0.8619701834473525
81,7,2,4,2.112455311252702e-4,4.3862775333603995e-4,3.383056706306379e-4,0.7161299010717775,0.6706655262192944,0.7609153107544407
82,3,8,7,3.697732936667896e-7,3.8342668384131895e-6,3.6733904723465845e-7,0.7338982616215944,0.885477679029922,0.6061060813746881
83,0,6,6,3.899782318999851e-6,1.8856684804037322e-7,1.4655848136606615e-4,0.6745574825722724,0.5783878932516091,0.819008826281759
84,5,6,6,2.094647496781771e-4,1.6867580834993198e-7,2.2122530950624913e-4,0.9322321238875156,0.5652972612107405,0.7133647007424151
85,8,3,8,3.26419698082524e-5,1.2481371672746882e-5,4.417397990221033e-4,0.9253420149676967,0.9864854654078372,0.6351622221318539
86,6,2,4,6.615301203461241e-4,9.778137227974202e-5,4.5035500750572286e-5,0.8197919223919743,0.688806660514907,0.6159828643716173
87,10,10,6,1.0477465763945087e-5,6.877019982332074e-7,1.7996261668487318e-4,0.8457535517200595,0.7332844668378821,0.518296255245572
88,8,1,2,5.137318434519468e-5,5.5610493170170776e-5,2.1585828117429665e-5,0.5225857306842226,0.5396083465605043,0.5031245122440159
89,7,6,1,2.1775146244647904e-7,1.212270222815021e-5,3.8384917713249365e-7,0.6351698544414248,0.5087688977114158,0.7296332083116286
90,9,6,3,6.813728626179379e-7,1.0045693433182869e-4,2.502144543392389e-4,0.841653927121195,0.6317142429089873,0.8567602349855006
91,10,8,4,8.647359021979878e-4,6.025674786449243e-7,5.985838476832152e-4,0.8511211994133191,0.6381133274133317,0.7541862911978969
92,6,4,2,2.2808004942678725e-5,2.6845733195412934e-6,9.464035216419105e-7,0.7877493723201332,0.7398698769579641,0.8681513168461388
93,9,5,2,6.035864236981011e-7,2.462824674218931e-6,8.2633383148976e-7,0.6978642122620949,0.5025687723549781,0.9985265006825794
94,7,1,6,2.115146083510036e-6,3.1851972869963895e-6,1.9010415990666675e-7,0.8716855913661421,0.547090512267896,0.6627946554009104
95,2,2,8,1.6989704274668114e-5,2.728596237069211e-5,2.9932979395611785e-5,0.7141662019495852,0.8249541046342347,0.64471297890204
96,3,9,6,1.0835542380009303e-4,9.146892594381386e-5,1.3486235359709622e-6,0.7991665613085497,0.9495695875763195,0.9868932208087062
97,8,9,1,1.5675705369949744e-5,2.83787595272306e-6,1.404174568081421e-6,0.7746761764804833,0.93520499910519,0.8722261128382525
98,6,0,9,2.539169440449649e-6,1.221023284797297e-7,1.0649165939217258e-7,0.5107481316840277,0.9737298907566583,0.8597445407673949
99,6,1,5,8.875451481858432e-7,1.3886332573976512e-7,1.7374006056239603e-4,0.7633544503003359,0.6567710614976241,0.6875959187885746
100,1,3,2,3.717481733048305e-5,3.5883464991156597e-7,1.1308857079067754e-6,0.96164800445328,0.699206504934933,0.9153028541908134
101,9,5,6,1.935776020714648e-6,1.6777974713729077e-5,4.248035493425959e-6,0.6545335985282437,0.5389935674997978,0.8925614351364783
102,4,2,9,3.3008490569719185e-5,2.1930927544986665e-7,1.9853228343928334e-6,0.5861443017554702,0.5441559030151694,0.9819622030096362
103,2,2,8,1.7805313382443714e-6,2.3726232457382444e-5,5.0734774002925106e-5,0.5702825921425829,0.609394143368816,0.9006095005121315
104,0,10,9,5.443993323565052e-7,3.2935794009362697e-5,5.889246047877806e-5,0.8349670735477703,0.8378457911534933,0.648898878229782
105,8,7,8,2.9927285475756742e-5,9.254595161439301e-5,1.1786118638959624e-4,0.8803812622879632,0.9313500228369376,0.9761000423259102
106,2,10,5,5.431177034115106e-6,4.184243325176491e-6,4.7492951286664105e-4,0.7070905441275099,0.9999100240275729,0.9190389030281221
107,8,3,8,1.2209470662622061e-6,1.4677754029327475e-7,8.624367246103267e-4,0.5698310600419063,0.5567743466392858,0.6337731566267321
108,4,10,8,6.1414516947569e-7,1.4255153302587979e-5,2.4041228460911054e-7,0.8999891515368363,0.5238884947939078,0.7615570428102509
109,4,6,9,1.156651604661141e-5,1.4253557173139664e-6,7.976897570866485e-5,0.6280778909242944,0.9143361711776815,0.5810611239855643
110,6,1,3,2.475311713158743e-7,2.1269895652080512e-4,1.594060986896681e-4,0.7461272374375257,0.5787112426249077,0.6935669766574866
111,7,1,9,8.849853522322512e-7,1.5412165682120605e-5,7.345802260625877e-7,0.863979435681249,0.5035062547371489,0.9782098362714751
112,9,4,0,6.011219218932364e-4,3.2783896610794993e-4,1.821220644611621e-7,0.793214999449905,0.5071755598707823,0.6783785727544455
113,7,8,6,1.0166602355610756e-4,2.1766051164855368e-4,2.1914724534038928e-7,0.861783307147096,0.7437551092684734,0.5057125766917597
114,1,3,2,3.330445843710171e-6,3.033749667869441e-6,2.8503495021047786e-7,0.9110609237587778,0.6195728054519277,0.6769427918575238
115,4,5,5,5.565774961327805e-4,2.03454163745235e-7,4.05017435280574e-7,0.7503458069215994,0.8605452943632845,0.5878117816490122
116,3,2,10,3.987347574129165e-7,8.108056183741673e-6,3.3809657161949506e-6,0.9800872154299869,0.885951530061313,0.5035647198255174
117,0,4,6,3.7360979061478173e-6,1.200256448634683e-6,2.9784368504312165e-7,0.9361128624755657,0.6972477614346426,0.9189471156678628
118,7,0,7,3.577231333994381e-6,4.250957429977157e-7,1.3896850538997236e-4,0.8234941673272989,0.9993504672298441,0.8356886634674157
119,2,3,10,1.1771142097300148e-5,1.3607975595191377e-5,3.161778880726978e-5,0.912099531266489,0.5753305038743419,0.799831524902489
120,4,1,9,9.955987645860055e-4,4.1117729406420553e-4,7.77950591773587e-5,0.9783137419694103,0.9548882570847637,0.7629625324218068
121,1,9,9,2.070191550138245e-7,7.859309360116712e-6,7.746476135473045e-4,0.8300866463308921,0.5706295555511024,0.6740360988322646
122,1,0,1,1.187047880332328e-4,1.0307643477877441e-6,3.6137888510521034e-7,0.7091940623914125,0.6069378643203527,0.9390119241093052
123,7,0,10,1.4993518423717451e-5,1.7183289339415858e-4,2.685404007466693e-7,0.5914336827219231,0.8704160597964656,0.8414891641091089
124,4,1,9,3.521964036405059e-7,2.2370050804163604e-4,4.614935316847854e-4,0.5352622861245181,0.5764524357677437,0.9840780910565519
125,5,3,7,2.250216110250223e-6,1.0413399717385947e-7,4.719218659883319e-7,0.6190051582034212,0.7124440708168549,0.9738768897121772
126,9,1,4,1.2328124384815222e-6,2.1168131890015603e-6,1.394172694676333e-7,0.9209148007867625,0.7537260054902872,0.7838837448002305
127,0,0,8,4.659769014013443e-6,1.9993023753185227e-5,6.653414663169656e-6,0.6225563066683244,0.56470366882160306,0.7213498421874829
128,4,6,7,4.685868740523635e-7,2.131642162259426e-7,6.256652640072356e-4,0.8748749625005294,0.6488102072745096,0.5097946099714609
129,6,6,1,7.456378740090137e-4,1.3918237229750775e-4,7.877787153834702e-5,0.9395407193112186,0.9334734011848923,0.6002993638726184
130,2,3,9,1.6974735806370153e-4,2.3072158152117816e-7,7.41076077638457e-6,0.9606948768636212,0.8363058886970394,0.9847467487038812
131,0,3,1,1.4806664304417944e-6,2.415306192584753e-5,2.205290106414092e-6,0.7665575035301735,0.5967585188992088,0.5695626729731448
132,5,8,5,4.7998109140403835e-4,4.891158231780784e-5,7.405027522339582e-5,0.909382975431974,0.6430790015256498,0.6452002504471457
133,7,8,5,1.5973725716944498e-6,4.622027794143458e-6,4.3286465349194066e-7,0.5797335241051623,0.6824699353126343,0.9040583480288042
134,1,1,3,1.9970254770092292e-4,3.5184340181177357e-7,2.4743064587645083e-6,0.6405583794288104,0.5796103591261199,0.6048973725638352
135,7,7,6,2.848371046815856e-5,3.428961979105837e-4,1.3947304651108186e-5,0.5540995558951981,0.7945755006526597,0.9755497677756939
136,6,9,3,3.2310738777241313e-4,1.6565204094025733e-7,4.650486613758397e-5,0.6919969992339611,0.6934010734913172,0.8829595253483857
137,2,8,3,3.981401339971835e-6,1.4594569014277754e-6,4.370119635777501e-6,0.7188099565361626,0.8050440470284084,0.6633626709752716
138,5,8,0,3.2095320843390697e-6,6.6168607089053e-5,1.1351093391840625e-4,0.6987508397006895,0.8930029214259703,0.8543102454409236
139,0,8,9,1.0387970658612995e-5,2.8251184623855844e-4,2.938588182580209e-5,0.775454231867916,0.6699083526382456,0.9656235609664582
140,9,2,5,5.112957097638788e-6,2.5352812792864267e-7,3.0432746486819535e-6,0.8526120261788601,0.7960756324761314,0.6386689949283609
141,8,4,1,8.499349572536696e-5,1.3318005585559234e-4,6.839062141934099e-4,0.7435141547428211,0.7784275517422938,0.5101619896352059
142,10,8,6,1.8448171522474877e-4,8.072582596880236e-7,6.058891300754653e-6,0.9349597273571417,0.5257352283907821,0.6371647564111045
143,2,6,4,1.5421558619762777e-4,1.4523154088163767e-5,6.23825430916442e-7,0.886713558224612,0.7424122746918583,0.6380837261423002
144,1,7,10,2.438378447072276e-6,1.946799150525229e-6,1.3701593358575675e-7,0.7600893228880595,0.6280311278010486,0.8473849488080014
145,9,1,9,4.145921313392751e-6,3.41565863689562e-6,3.197878096735023e-4,0.8354712443756871,0.5148423485981766,0.8939177407823735
146,3,8,1,6.313954088446988e-7,4.3083355099629193e-4,4.9653904058641046e-5,0.5101491108555347,0.5901951255046297,0.9167929885839112
147,4,5,7,2.7538369586768444e-7,1.4471939733666094e-4,4.1651015119234946e-7,0.6127977384987753,0.923802005510428,0.5674275191318011
148,0,8,10,3.63642884665579e-6,7.163584656923539e-4,4.2678354292879743e-4,0.9858583673675312,0.9601471220287494,0.8853735229105223
149,9,9,7,1.161378003547631e-6,1.829151978036647e-7,1.4072353906813972e-6,0.8263915065847105,0.6651236907180864,0.6739227479483234
150,9,7,9,5.024512315111923e-7,1.1997398112470989e-5,1.1997880308401996e-6,0.525240801269887,0.6829964199161622,0.7586491962893633
151,0,2,4,6.908270565688915e-6,8.355229541428403e-4,1.0845705296761034e-4,0.9945538248685188,0.6133915029396303,0.6039426054339856
152,8,5,5,2.2295238833719559e-7,2.8708811321784048e-5,1.761639295799014e-7,0.8039146846705116,0.7222709886862431,0.9795749395661988
153,1,3,1,1.956565132651728e-6,2.618991122582554e-6,7.755825642621524e-7,0.7137218944728374,0.9876086173733929,0.5975096153123304
154,3,4,4,8.961632934015319e-5,3.329585101595186e-7,1.6595493553752315e-7,0.628692339509842,0.9516810526868794,0.7546810218050377
155,1,8,1,8.049782267934488e-5,1.1375535754808956e-5,9.658811123809855e-7,0.8337959446077002,0.8736473052968504,0.6592556633406784
156,6,5,7,1.5094341469278758e-7,3.2035685534044446e-6,1.2463124819135563e-6,0.9339970166637794,0.651959685489419,0.5255075652597007
157,8,8,3,2.3862245357290705e-7,2.0126471126838684e-6,5.077722181698846e-4,0.8821272143170936,0.9576200164762558,0.572553035907331
158,1,1,5,8.359185596052616e-6,3.845703120136528e-5,5.011275255915883e-6,0.8948099790085107,0.7670779590832535,0.7455254693545867
159,9,3,9,4.2532156820530403e-7,1.4878695831284012e-4,2.450032552287457e-5,0.6902655078237876,0.8028951971536735,0.7897250208563638
160,2,6,6,6.293734985407297e-5,1.2466751618373508e-6,1.5829616514853743e-5,0.8540622282642871,0.8916378618825693,0.7631110872032587
161,8,3,7,2.584355795352418e-4,1.2395172443442455e-4,3.9833799940039487e-4,0.8882936979092192,0.9564428850564872,0.6545765512899961
162,5,9,8,1.7148425570406548e-6,5.921366887087729e-5,5.540799756354551e-7,0.5793568831224694,0.5952573547118809,0.7460863064462319
163,3,7,9,1.2662601426588474e-4,2.2379293422200075e-5,5.186088619209928e-6,0.5139345054251607,0.7565943820325192,0.9146026804158465
164,8,6,1,1.926638763449299e-7,2.886024976785879e-7,9.10564133316465e-6,0.5626803798928158,0.9922742609686683,0.8529979565495159
165,0,5,8,3.7694380701025855e-7,7.857485309633314e-7,1.1193138015637855e-7,0.6642307242878014,0.5342461009593681,0.6245892187324352
166,6,2,8,1.5648584209378327e-6,7.650927432017415e-6,7.473693125209174e-5,0.9054377800856018,0.7185874893356813,0.845303139239666
167,2,10,10,3.017670729929131e-7,5.448234308610442e-4,5.9681586740702336e-5,0.75788894900179,0.7553565907293232,0.9062360262813745
168,8,9,4,4.746383785210701e-6,6.479359817247171e-7,1.1282951922079232e-7,0.6255019021399785,0.5856558575322851,0.6461129354519071
169,9,2,0,1.2283650708492622e-5,4.620839561287666e-5,1.7432826371010966e-5,0.6896239017023472,0.9572572317271261,0.5882990913582035
170,9,6,0,2.3132125948794596e-4,6.352697799546881e-6,9.395734155996186e-6,0.8690187627316919,0.5955850363112987,0.5832755701680434
171,5,6,0,2.2683404579468973e-5,1.2288459800942525e-6,1.7693901080847383e-4,0.5375315961177694,0.7752118590729078,0.8622511696997099
172,2,10,2,6.578100939162952e-7,7.38695656908031e-7,1.59260590338097e-6,0.7553483618596801,0.9740861148738769,0.9833934127257671
173,3,4,8,3.6401673920407734e-4,1.5600377488437598e-7,3.1874488725656345e-4,0.6321264828739221,0.5267629653044278,0.7183956772764213
174,9,1,3,1.6365885818726353e-4,1.0133979959392094e-5,3.122581909704354e-7,0.9441565411768388,0.6276302118910244,0.8031477152643492
175,2,9,4,2.116440654054989e-5,8.316509077894984e-4,1.3513540185900906e-7,0.773783311067149,0.5427303106281907,0.6677157331100898
176,8,5,5,1.9091022347087746e-5,7.5518326598196054e-6,2.3292820165883335e-5,0.9211017224219396,0.6023115628384985,0.6647390520060434
177,2,3,8,4.395731819304862e-7,5.162982520008678e-7,1.1050331040260748e-7,0.8106105952112703,0.7011930599046172,0.7381574300265639
178,7,5,6,2.371430847472761e-6,9.17478969480017e-6,1.1046847718450366e-4,0.9021365403615637,0.7210016684982693,0.6474299997286871
179,6,1,6,5.252032542734724e-5,1.0255535841022611e-7,1.8106129955038975e-6,0.8844651404584292,0.7343271347921109,0.5971237114103278
180,1,2,2,9.695555464718299e-4,3.2936712089112047e-6,1.1382738326931785e-4,0.8878292026109993,0.8434665023873095,0.9046777313047787
181,5,9,6,1.8731730781383821e-7,5.986487797069213e-4,2.217164728451953e-6,0.7734004776919028,0.7410679907684681,0.8425094207013026
182,1,3,8,1.061226326414711e-6,1.0128816349106679e-4,1.8608893017603824e-6,0.5879745265158126,0.5897943195378175,0.7496124234705931
183,0,2,9,3.8245089946716315e-7,8.440813518033891e-6,2.5386712583495976e-4,0.8268280017846263,0.9168467528061011,0.9455038374529685
184,6,3,5,1.1753772716286958e-6,7.015106231593265e-4,9.882613956042978e-7,0.5514426894681528,0.5127441271605203,0.9561610055157217
185,2,7,10,1.5871315608632146e-4,1.5040304025772056e-7,5.009652970888269e-4,0.8500272026190069,0.7337275828577112,0.934938662846107
186,1,2,0,8.840552458033431e-5,4.7473434409979e-4,3.796051681613833e-5,0.7158676133411936,0.5077758761832957,0.8889855761795771
187,0,8,6,2.011835218940299e-6,6.4476308440771355e-6,3.9231014524906056e-7,0.7274085836145096,0.6613998142810306,0.7951386170730693
188,0,3,5,4.540835454686327e-6,1.7809266650220586e-5,4.9332385664375975e-6,0.993294905797462,0.8349854599814862,0.9585760271141771
189,8,5,7,3.0256799311169068e-5,5.750615017779254e-7,1.2028116761273257e-4,0.8662786290425575,0.9585149711233099,0.8165821876061381
190,4,5,3,5.322871572289909e-7,3.118482341300197e-5,4.790124125281355e-5,0.8596049204074079,0.9640058753078338,0.7555074647950242
191,5,6,1,1.5784891442319053e-4,2.647141195632017e-4,1.3332096031644876e-5,0.8777394216012908,0.9554320566913812,0.6821070896943565
192,5,2,7,4.342225222275176e-5,2.4271355266932998e-6,1.2480327491219809e-5,0.8182798378750449,0.9090158216358395,0.6498044136913959
193,4,1,1,1.2268308198303189e-4,1.6288266274310992e-4,3.0510524842261274e-4,0.5423267390188994,0.8535552809505025,0.7581512644462054
194,9,2,3,7.515520713779907e-6,3.0175725452030792e-5,1.5329236970416198e-7,0.962290370558505,0.8011531470193295,0.8280623322174652
195,7,0,9,5.248768493890688e-7,2.3546191989056426e-5,4.700364871669134e-5,0.8688822425856488,0.6624032083553029,0.7324314253164921
196,10,10,6,4.46719074528297e-4,8.172182954298385e-4,2.1006404610892576e-5,0.9785854770524893,0.6083428097883007,0.5500967036257498
197,1,2,2,3.128494722665167e-6,4.186924506241726e-7,1.970669019585834e-7,0.9852766519588185,0.6689688545007957,0.8523013348842505
198,7,0,9,1.616070532287892e-7,9.4232478281139e-6,2.1126131575928788e-7,0.5045535432505421,0.749515685063554,0.9501628795801662
199,4,3,9,1.0857867414843164e-5,7.773478788789612e-7,8.954888904591147e-7,0.9650808638490271,0.5289614202978555,0.931390762232244
200,8,3,3,1.0484068592614204e-4,4.186668475072119e-5,5.646701997896631e-5,0.6694829729177291,0.6464376965269912,0.7882681842113379
201,7,5,1,5.831085752343729e-5,5.203891525712122e-6,2.2181775801673428e-7,0.6616328626041068,0.5200055902792373,0.7767202369217994
