step,parameter_comb,prop_A_seq_minus_ea,prop_B_seq_minus_ea,prop_C_seq_minus_ea
1000,308,0.98,0.11,0
1825,308,0.17000000000000004,0.79,0.02
3650,308,0,0.31999999999999995,0.39
5000,308,0,0.09999999999999998,0.28
7300,308,0,0.010000000000000009,0.13
10000,308,0,0,0.05999999999999994
730,309,0,0,0
1000,309,0,0,0
1825,309,0.94,0,0
3650,309,1,0,0
5000,309,1,0.84,0
7300,309,1,1,0.01
10000,309,0.28,1,0.64
730,310,1,0,0
1000,310,1,0,0
1825,310,0.97,1,0
3650,310,0,0.010000000000000009,0.20999999999999996
5000,310,0,0,0
7300,310,0,0,0
10000,310,0,0,0
730,311,0,0,0
1000,311,0,0,0
1825,311,0.94,0,0
3650,311,1,0,0
5000,311,1,0.95,0
7300,311,0.050000000000000044,1,0.02
10000,311,0,0.65,0.78
730,312,0,0,0
1000,312,0.63,0,0
1825,312,1,0,0
3650,312,1,1,0
5000,312,1,1,0.39
7300,312,0.24,1,0.94
10000,312,0,0.84,0.96
730,313,0,0,0
1000,313,0,0,0
1825,313,0,0,0
3650,313,0,0,0
5000,313,0.3,0,0
7300,313,0.98,0,0
10000,313,1,0,0
730,314,0,0,0
1000,314,0,0,0
1825,314,0,0,0
3650,314,0,0,0
5000,314,0,0,0
7300,314,0.99,0,0
10000,314,1,0,0
730,315,0,0,0
1000,315,0,0,0
1825,315,0,0,0
3650,315,0,0,0
5000,315,0,0,0
7300,315,0,0,0
10000,315,0.01,0,0
730,316,0.54,0,0
1000,316,1,0,0
1825,316,1,0.17,0
3650,316,0.16000000000000003,1,0.44
5000,316,0,0.7,0.9199999999999999
7300,316,0,0.06000000000000005,0.28
10000,316,0,0,0.020000000000000018
730,317,0,0,0
1000,317,0.01,0,0
1825,317,1,0,0
3650,317,0.99,0.99,0
5000,317,0.08999999999999997,1,0.01
7300,317,0,0.51,0.81
10000,317,0,0,0.30999999999999994
730,318,0,0,0
1000,318,0,0,0
1825,318,0,0,0
3650,318,0.98,0,0
5000,318,1,0,0
7300,318,1,0,0
10000,318,1,0.94,0
730,319,1,0,0
1000,319,1,0,0
1825,319,0.020000000000000018,1,0
3650,319,0,0,0.13
5000,319,0,0,0
7300,319,0,0,0
10000,319,0,0,0
730,320,0.8,0,0
1000,320,1,0,0
1825,320,1,0.52,0
3650,320,0,0.78,0.75
5000,320,0,0.010000000000000009,0.38
7300,320,0,0,0
10000,320,0,0,0
730,321,1,0,0
1000,321,1,0,0
1825,321,1,1,0
3650,321,0,0.12,0.5800000000000001
5000,321,0,0,0.030000000000000027
7300,321,0,0,0
10000,321,0,0,0
730,322,0,0,0
1000,322,0,0,0
1825,322,0,0,0
3650,322,1,0,0
5000,322,1,0,0
7300,322,1,0,0
10000,322,0.99,0.96,0
730,323,0,0,0
1000,323,0,0,0
1825,323,0.89,0,0
3650,323,1,0,0
5000,323,1,0.91,0
7300,323,0.49,1,0.04
10000,323,0,0.97,0.81
730,324,0,0,0
1000,324,1,0,0
1825,324,1,0,0
3650,324,1,1,0.03
5000,324,1,1,0.8
7300,324,1,1,1
10000,324,0.99,1,1
730,325,0,0,0
1000,325,0.1,0,0
1825,325,1,0,0
3650,325,1,1,0
5000,325,1,1,0.06
7300,325,0.4,1,0.79
10000,325,0,1,0.98
730,326,0,0,0
1000,326,0,0,0
1825,326,0.99,0,0
3650,326,1,0,0
5000,326,1,0.98,0
7300,326,0.95,1,0.02
10000,326,0.010000000000000009,1,0.94
730,327,0,0,0
1000,327,0,0,0
1825,327,1,0,0
3650,327,1,0.02,0
5000,327,1,0.95,0
7300,327,1,0.99,0.04
10000,327,1,1,0.59
730,328,1,0,0
1000,328,1,0,0
1825,328,0.84,1,0
3650,328,0,0,0.22999999999999998
5000,328,0,0,0
7300,328,0,0,0
10000,328,0,0,0
730,329,0,0,0
1000,329,0,0,0
1825,329,0.5,0,0
3650,329,1,0,0
5000,329,1,0.74,0
7300,329,1,1,0
10000,329,0.13,1,0.77
730,330,0,0,0
1000,330,0,0,0
1825,330,1,0,0
3650,330,1,1,0
5000,330,0.95,1,0
7300,330,0,0.94,0.94
10000,330,0,0.06999999999999995,0.56
730,331,0,0,0
1000,331,0,0,0
1825,331,0,0,0
3650,331,1,0,0
5000,331,1,0,0
7300,331,1,0.2,0
10000,331,1,1,0
730,332,0,0,0
1000,332,0,0,0
1825,332,0,0,0
3650,332,1,0,0
5000,332,1,0,0
7300,332,1,0.87,0
10000,332,1,1,0.02
730,333,1,0,0
1000,333,1,0.07,0
1825,333,0.85,0.99,0.01
3650,333,0,1,0.57
5000,333,0,1,0.85
7300,333,0,0.98,0.96
10000,333,0,0.73,0.84
730,334,0,0,0
1000,334,0,0,0
1825,334,0,0,0
3650,334,0.81,0,0
5000,334,1,0,0
7300,334,1,0,0
10000,334,1,0.8,0
730,335,0,0,0
1000,335,0,0,0
1825,335,0,0,0
3650,335,0,0,0
5000,335,0,0,0
7300,335,0.02,0,0
10000,335,0.97,0,0
730,336,0,0,0
1000,336,0,0,0
1825,336,1,0,0
3650,336,1,0.02,0
5000,336,1,1,0
7300,336,0.88,1,0.23
10000,336,0,1,0.95
730,337,0,0,0
1000,337,0,0,0
1825,337,0,0,0
3650,337,1,0,0
5000,337,1,0,0
7300,337,1,0.83,0
10000,337,0.10999999999999999,1,0
730,338,0,0,0
1000,338,0,0,0
1825,338,0,0,0
3650,338,0,0,0
5000,338,0,0,0
7300,338,0,0,0
10000,338,0,0,0
730,339,0,0,0
1000,339,0,0,0
1825,339,0,0,0
3650,339,1,0,0
5000,339,1,0,0
7300,339,1,0.87,0
10000,339,0.79,1,0.01
730,340,1,1,0.85
1000,340,0.98,1,1
1825,340,0,0.21999999999999997,0.62
3650,340,0,0,0
5000,340,0,0,0
7300,340,0,0,0
10000,340,0,0,0
730,341,0,0,0
1000,341,0,0,0
1825,341,0,0,0
3650,341,0.69,0,0
5000,341,1,0,0
7300,341,1,0,0
10000,341,1,0.57,0
730,342,1,0,0
1000,342,1,0,0
1825,342,0.07999999999999996,0.99,0
3650,342,0,0,0.040000000000000036
5000,342,0,0,0
7300,342,0,0,0
10000,342,0,0,0
730,343,0,0,0
1000,343,1,0,0
1825,343,1,0,0
3650,343,0.62,1,0.05
5000,343,0,0.91,0.97
7300,343,0,0.010000000000000009,0.17000000000000004
10000,343,0,0,0
730,344,0,0,0
1000,344,0,0,0
1825,344,0,0,0
3650,344,1,0,0
5000,344,1,0,0
7300,344,1,0.05,0
10000,344,1,0.97,0
730,345,0,0,0
1000,345,0,0,0
1825,345,1,0,0
3650,345,1,0.79,0
5000,345,0.85,1,0
7300,345,0,0.9299999999999999,0.8
10000,345,0,0.050000000000000044,0.62
730,346,1,0.54,0
1000,346,1,1,0
1825,346,0,0.54,0.96
3650,346,0,0,0
5000,346,0,0,0
7300,346,0,0,0
10000,346,0,0,0
730,347,0,0,0
1000,347,0,0,0
1825,347,0,0,0
3650,347,1,0,0
5000,347,1,0,0
7300,347,1,0,0
10000,347,1,0.9,0
730,348,0,0,0
1000,348,0,0,0
1825,348,0,0,0
3650,348,1,0,0
5000,348,1,0,0
7300,348,1,0.97,0
10000,348,1,1,0
730,349,0,0,0
1000,349,0,0,0
1825,349,0,0,0
3650,349,1,0,0
5000,349,1,0,0
7300,349,1,0,0
10000,349,0.98,0.99,0
730,350,0,0,0
1000,350,0,0,0
1825,350,0.01,0,0
3650,350,1,0,0
5000,350,1,0.02,0
7300,350,1,1,0
10000,350,1,1,0.28
730,351,0,0,0
1000,351,0,0,0
1825,351,0,0,0
3650,351,0.59,0,0
5000,351,1,0,0
7300,351,1,0,0
10000,351,1,0.46,0
730,352,1,0,0
1000,352,1,0.16,0
1825,352,0.98,1,0.14
3650,352,0,0.010000000000000009,0.29000000000000004
5000,352,0,0,0
7300,352,0,0,0
10000,352,0,0,0
730,353,0,0,0
1000,353,0,0,0
1825,353,1,0,0
3650,353,1,0,0
5000,353,1,0.94,0
7300,353,0.6699999999999999,1,0.07
10000,353,0,1,0.69
730,354,0,0,0
1000,354,0.11,0,0
1825,354,1,0,0
3650,354,0.99,1,0
5000,354,0.040000000000000036,1,0.12
7300,354,0,0.6,0.84
10000,354,0,0.050000000000000044,0.39
730,355,0.99,0,0
1000,355,1,0,0
1825,355,1,0.46,0
3650,355,0.010000000000000009,1,0.34
5000,355,0,0.96,0.71
7300,355,0,0.19999999999999996,0.58
10000,355,0,0.020000000000000018,0.09999999999999998
730,356,1,0,0
1000,356,1,0,0
1825,356,1,1,0
3650,356,0.020000000000000018,0.99,0.98
5000,356,0,0.10999999999999999,0.49
7300,356,0,0,0
10000,356,0,0,0
730,357,0,0,0
1000,357,0,0,0
1825,357,0.51,0,0
3650,357,1,0,0
5000,357,1,0.08,0
7300,357,0.99,0.48,0
10000,357,0.91,0.74,0
730,358,0,0,0
1000,358,0.87,0,0
1825,358,1,0,0
3650,358,1,1,0
5000,358,0.010000000000000009,0.99,0.62
7300,358,0,0.15000000000000002,0.71
10000,358,0,0,0.06000000000000005
730,359,1,0.43,0
1000,359,0.97,0.94,0
1825,359,0.010000000000000009,1,0.42
3650,359,0,1,0.87
5000,359,0,0.97,0.97
7300,359,0,0.73,0.83
10000,359,0,0.32999999999999996,0.45999999999999996
730,360,0,0,0
1000,360,0,0,0
1825,360,0,0,0
3650,360,1,0,0
5000,360,1,0.01,0
7300,360,1,1,0
10000,360,0.98,1,0.07
730,361,0,0,0
1000,361,0,0,0
1825,361,0,0,0
3650,361,0,0,0
5000,361,0,0,0
7300,361,0,0,0
10000,361,0,0,0
730,362,0,0,0
1000,362,0,0,0
1825,362,0,0,0
3650,362,0.02,0,0
5000,362,0.82,0,0
7300,362,1,0,0
10000,362,1,0,0
730,363,1,0.02,0
1000,363,0.98,0.72,0
1825,363,0.040000000000000036,1,0.21
3650,363,0,0.30000000000000004,0.5599999999999999
5000,363,0,0.040000000000000036,0.2899999999999999
7300,363,0,0,0.04999999999999993
10000,363,0,0,0.010000000000000009
730,364,0,0,0
1000,364,1,0,0
1825,364,1,0,0
3650,364,1,1,0
5000,364,1,1,0.71
7300,364,1,1,1
10000,364,1,1,1
730,365,0,0,0
1000,365,0,0,0
1825,365,1,0,0
3650,365,1,0.67,0
5000,365,0.98,1,0
7300,365,0,0.99,0.78
10000,365,0,0.18000000000000005,0.61
730,366,0,0,0
1000,366,0,0,0
1825,366,1,0,0
3650,366,1,0,0
5000,366,1,1,0
7300,366,1,1,0.15
10000,366,1,1,0.95
730,367,1,0,0
1000,367,1,0,0
1825,367,0.010000000000000009,1,0
3650,367,0,0,0.030000000000000027
5000,367,0,0,0
7300,367,0,0,0
10000,367,0,0,0
730,368,0.42,0,0
1000,368,1,0,0
1825,368,1,0,0
3650,368,1,1,0.05
5000,368,1,1,0.72
7300,368,0.41000000000000003,1,0.95
10000,368,0.010000000000000009,0.97,0.99
730,369,1,0,0
1000,369,1,1,0
1825,369,0,0.99,0.8099999999999999
3650,369,0,0,0
5000,369,0,0,0
7300,369,0,0,0
10000,369,0,0,0
730,370,0.06,0,0
1000,370,1,0,0
1825,370,1,0,0
3650,370,0.5700000000000001,1,0
5000,370,0.020000000000000018,1,0.29
7300,370,0,0.96,0.79
10000,370,0,0.54,0.84
730,371,1,0.47,0
1000,371,0.97,0.9,0.01
1825,371,0.09999999999999998,1,0.39
3650,371,0,0.64,0.75
5000,371,0,0.31999999999999995,0.5900000000000001
7300,371,0,0.08999999999999997,0.24
10000,371,0,0,0.07999999999999996
730,372,0,0,0
1000,372,1,0,0
1825,372,1,0,0
3650,372,0.37,1,0.05
5000,372,0,0.87,0.89
7300,372,0,0.010000000000000009,0.37
10000,372,0,0,0.010000000000000009
730,373,0,0,0
1000,373,0,0,0
1825,373,0,0,0
3650,373,1,0,0
5000,373,1,0.01,0
7300,373,0.77,1,0
10000,373,0,0.98,0.22
730,374,0,0,0
1000,374,0,0,0
1825,374,0.82,0,0
3650,374,1,0,0
5000,374,1,0.85,0
7300,374,1,1,0
10000,374,0.41000000000000003,1,0.64
730,375,0,0,0
1000,375,0,0,0
1825,375,0.61,0,0
3650,375,1,0,0
5000,375,1,0.86,0
7300,375,0.38,1,0.01
10000,375,0,0.9299999999999999,0.79
730,376,0,0,0
1000,376,0,0,0
1825,376,1,0,0
3650,376,1,0.97,0
5000,376,1,1,0
7300,376,0.99,0.99,0.9
10000,376,0.010000000000000009,0.98,0.99
730,377,0,0,0
1000,377,0,0,0
1825,377,0,0,0
3650,377,0,0,0
5000,377,0,0,0
7300,377,0,0,0
10000,377,0,0,0
730,378,0,0,0
1000,378,0,0,0
1825,378,1,0,0
3650,378,1,0,0
5000,378,1,0.96,0
7300,378,1,1,0.01
10000,378,1,1,0.75
730,379,1,0,0
1000,379,1,0,0
1825,379,0.010000000000000009,1,0
3650,379,0,0,0.06999999999999995
5000,379,0,0,0
7300,379,0,0,0
10000,379,0,0,0
730,380,1,0,0
1000,380,1,0,0
1825,380,1,1,0
3650,380,1,1,1
5000,380,1,1,1
7300,380,0.97,1,1
10000,380,0.030000000000000027,0.97,0.97
730,381,0,0,0
1000,381,0.06,0,0
1825,381,1,0,0
3650,381,1,0.98,0
5000,381,1,1,0.11
7300,381,0.07999999999999996,1,0.88
10000,381,0,0.8200000000000001,0.97
730,382,0.99,0,0
1000,382,1,0,0
1825,382,1,0,0
3650,382,1,1,0
5000,382,1,1,0.32
7300,382,1,1,0.99
10000,382,0.42000000000000004,1,1
730,383,0,0,0
1000,383,0,0,0
1825,383,0,0,0
3650,383,1,0,0
5000,383,1,0,0
7300,383,1,0.42,0
10000,383,0.17000000000000004,1,0
730,384,1,0,0
1000,384,1,0.01,0
1825,384,1,1,0.03
3650,384,0.99,0.99,0.99
5000,384,0.06000000000000005,0.96,0.98
7300,384,0,0.09999999999999998,0.25
10000,384,0,0,0
730,385,0.92,0,0
1000,385,1,0,0
1825,385,1,0.65,0
3650,385,0,0.81,0.8
5000,385,0,0.020000000000000018,0.31999999999999995
7300,385,0,0,0
10000,385,0,0,0
730,386,0,0,0
1000,386,0,0,0
1825,386,0.04,0,0
3650,386,1,0,0
5000,386,1,0.06,0
7300,386,1,0.99,0
10000,386,0.97,1,0.16
730,387,0,0,0
1000,387,0,0,0
1825,387,0.98,0,0
3650,387,1,0,0
5000,387,1,0.89,0
7300,387,1,1,0
10000,387,1,1,0.79
730,388,0,0,0
1000,388,0,0,0
1825,388,0.6,0,0
3650,388,1,0,0
5000,388,1,0.85,0
7300,388,0.19999999999999996,1,0
10000,388,0,0.72,0.75
730,389,0,0,0
1000,389,0.1,0,0
1825,389,1,0,0
3650,389,0.96,1,0
5000,389,0.020000000000000018,1,0.05
7300,389,0,0.61,0.75
10000,389,0,0.020000000000000018,0.45999999999999996
730,390,0,0,0
1000,390,0,0,0
1825,390,0.35,0,0
3650,390,1,0,0
5000,390,1,0.08,0
7300,390,1,1,0
10000,390,1,1,0.19
730,391,0,0,0
1000,391,0,0,0
1825,391,1,0,0
3650,391,1,0.08,0
5000,391,1,0.99,0
7300,391,0.73,1,0.21
10000,391,0,1,0.81
730,392,0,0,0
1000,392,0,0,0
1825,392,1,0,0
3650,392,1,0.13,0
5000,392,0.99,0.98,0
7300,392,0.27,1,0.15
10000,392,0,1,0.57
730,393,0,0,0
1000,393,0.02,0,0
1825,393,1,0,0
3650,393,1,0.08,0
5000,393,1,0.77,0
7300,393,0.86,0.99,0.04
10000,393,0.26,1,0.33
730,394,0,0,0
1000,394,0.18,0,0
1825,394,1,0,0
3650,394,1,0.35,0
5000,394,0.99,0.96,0
7300,394,0.45999999999999996,1,0.15
10000,394,0.06000000000000005,1,0.55
730,395,1,0.53,0
1000,395,1,1,0
1825,395,0.73,1,0.83
3650,395,0,0.17000000000000004,0.44999999999999996
5000,395,0,0.010000000000000009,0.030000000000000027
7300,395,0,0,0
10000,395,0,0,0
730,396,0,0,0
1000,396,0.35,0,0
1825,396,1,0,0
3650,396,1,0.99,0
5000,396,0.89,1,0.1
7300,396,0.06999999999999995,1,0.76
10000,396,0,0.97,0.96
730,397,0,0,0
1000,397,0.09,0,0
1825,397,1,0,0
3650,397,1,1,0
5000,397,1,1,0.01
7300,397,1,1,0.97
10000,397,1,1,1
730,398,0.99,0,0
1000,398,1,0,0
1825,398,1,0.78,0
3650,398,0,0.89,0.91
5000,398,0,0.020000000000000018,0.30000000000000004
7300,398,0,0,0
10000,398,0,0,0
730,399,0,0,0
1000,399,0,0,0
1825,399,0.05,0,0
3650,399,1,0,0
5000,399,1,0.15,0
7300,399,1,1,0
10000,399,0.31000000000000005,1,0.46
730,400,0,0,0
1000,400,0,0,0
1825,400,0,0,0
3650,400,0.24,0,0
5000,400,1,0,0
7300,400,1,0,0
10000,400,1,0.09,0
730,401,1,0,0
1000,401,1,0,0
1825,401,1,1,0
3650,401,0,0.53,0.95
5000,401,0,0,0.12
7300,401,0,0,0
10000,401,0,0,0
730,402,1,0,0
1000,402,1,0,0
1825,402,1,1,0
3650,402,0,0.98,1
5000,402,0,0.07999999999999996,0.53
7300,402,0,0,0
10000,402,0,0,0
730,403,0,0,0
1000,403,0,0,0
1825,403,0,0,0
3650,403,1,0,0
5000,403,1,0,0
7300,403,0.99,1,0
10000,403,0.020000000000000018,1,0.21
730,404,0,0,0
1000,404,0,0,0
1825,404,0.22,0,0
3650,404,1,0,0
5000,404,1,0.11,0
7300,404,1,0.99,0
10000,404,0.97,1,0.19
730,405,0,0,0
1000,405,0,0,0
1825,405,0,0,0
3650,405,1,0,0
5000,405,1,0,0
7300,405,1,0,0
10000,405,0.8200000000000001,1,0
730,406,0,0,0
1000,406,0,0,0
1825,406,0,0,0
3650,406,1,0,0
5000,406,1,0,0
7300,406,1,1,0
10000,406,0.99,1,0.03
730,407,0,0,0
1000,407,0,0,0
1825,407,0.46,0,0
3650,407,1,0,0
5000,407,1,0,0
7300,407,1,0,0
10000,407,1,0,0
730,408,0,0,0
1000,408,0,0,0
1825,408,0.94,0,0
3650,408,1,0,0
5000,408,1,0.58,0
7300,408,1,1,0
10000,408,1,1,0.55
730,409,1,0,0
1000,409,1,0,0
1825,409,1,0.67,0
3650,409,0.95,1,0.52
5000,409,0.14,1,0.85
7300,409,0,0.91,0.96
10000,409,0,0.24,0.64
730,410,0,0,0
1000,410,0,0,0
1825,410,0.9,0,0
3650,410,1,0,0
5000,410,1,0.77,0
7300,410,0.5700000000000001,1,0.02
10000,410,0,0.99,0.63
730,411,0,0,0
1000,411,0,0,0
1825,411,0.95,0,0
3650,411,1,0,0
5000,411,1,0.91,0
7300,411,0.91,1,0.02
10000,411,0.010000000000000009,0.99,0.78
730,412,0,0,0
1000,412,0,0,0
1825,412,0,0,0
3650,412,0,0,0
5000,412,0,0,0
7300,412,0,0,0
10000,412,0,0,0
730,413,0,0,0
1000,413,0.01,0,0
1825,413,1,0,0
3650,413,1,0.32,0
5000,413,1,1,0
7300,413,0.95,1,0.45
10000,413,0.030000000000000027,1,0.94
730,414,1,0,0
1000,414,1,0,0
1825,414,1,1,0
3650,414,1,1,1
5000,414,1,1,1
7300,414,0,0.88,0.99
10000,414,0,0.040000000000000036,0.15000000000000002
730,415,0,0,0
1000,415,0,0,0
1825,415,0,0,0
3650,415,1,0,0
5000,415,1,0,0
7300,415,1,0.02,0
10000,415,0.98,0.98,0
730,416,0,0,0
1000,416,0.23,0,0
1825,416,1,0,0
3650,416,1,1,0
5000,416,0.27,1,0.46
7300,416,0,0.5900000000000001,0.85
10000,416,0,0.030000000000000027,0.24
730,417,0,0,0
1000,417,0,0,0
1825,417,0,0,0
3650,417,1,0,0
5000,417,1,0,0
7300,417,1,0.62,0
10000,417,1,1,0
730,418,0,0,0
1000,418,0.12,0,0
1825,418,1,0,0
3650,418,1,1,0
5000,418,0.97,1,0.09
7300,418,0,0.97,1
10000,418,0,0.030000000000000027,0.51
730,419,0,0,0
1000,419,0,0,0
1825,419,1,0,0
3650,419,1,0.07,0
5000,419,1,1,0
7300,419,0.99,1,0.3
10000,419,0.050000000000000044,1,0.93
730,420,0,0,0
1000,420,0,0,0
1825,420,0,0,0
3650,420,1,0,0
5000,420,1,0,0
7300,420,1,0.88,0
10000,420,1,1,0
730,421,0,0,0
1000,421,0,0,0
1825,421,0,0,0
3650,421,0,0,0
5000,421,0,0,0
7300,421,0,0,0
10000,421,0,0,0
730,422,0,0,0
1000,422,0,0,0
1825,422,0.92,0,0
3650,422,1,0,0
5000,422,1,0.91,0
7300,422,0.98,1,0
10000,422,0.050000000000000044,1,0.8
730,423,1,0,0
1000,423,1,0.73,0
1825,423,0.010000000000000009,1,0.26
3650,423,0,0.5700000000000001,0.83
5000,423,0,0.09999999999999998,0.41000000000000003
7300,423,0,0,0.06000000000000005
10000,423,0,0,0
730,424,0,0,0
1000,424,0,0,0
1825,424,0,0,0
3650,424,1,0,0
5000,424,1,0,0
7300,424,1,0.79,0
10000,424,1,1,0
730,425,0,0,0
1000,425,0,0,0
1825,425,1,0,0
3650,425,1,0.17,0
5000,425,0.99,1,0
7300,425,0.020000000000000018,1,0.29
10000,425,0,0.96,0.82
730,426,0,0,0
1000,426,0,0,0
1825,426,0.06,0,0
3650,426,1,0,0
5000,426,1,0.05,0
7300,426,1,0.99,0
10000,426,0.99,1,0.24
730,427,0.39,0,0
1000,427,1,0,0
1825,427,1,0.06,0
3650,427,0,0.73,0.51
5000,427,0,0.020000000000000018,0.32999999999999996
7300,427,0,0,0
10000,427,0,0,0
730,428,0,0,0
1000,428,0,0,0
1825,428,0.78,0,0
3650,428,1,0,0
5000,428,1,0.72,0
7300,428,1,1,0
10000,428,1,1,0.72
730,429,0,0,0
1000,429,0,0,0
1825,429,0,0,0
3650,429,1,0,0
5000,429,1,0,0
7300,429,1,0.94,0
10000,429,0.54,1,0.01
730,430,1,0,0
1000,430,1,0,0
1825,430,1,1,0
3650,430,NA,NA,NA
5000,430,NA,NA,NA
7300,430,NA,NA,NA
10000,430,NA,NA,NA
730,431,0,0,0
1000,431,0,0,0
1825,431,0,0,0
3650,431,0,0,0
5000,431,0,0,0
7300,431,0,0,0
10000,431,0,0,0
730,432,0,0,0
1000,432,0,0,0
1825,432,0.01,0,0
3650,432,1,0,0
5000,432,1,0.07,0
7300,432,1,1,0
10000,432,1,1,0.39
730,433,0,0,0
1000,433,0,0,0
1825,433,1,0,0
3650,433,1,0.99,0
5000,433,0.5900000000000001,1,0.07
7300,433,0,0.91,0.89
10000,433,0,0.09999999999999998,0.55
730,434,0.3,0,0
1000,434,1,0,0
1825,434,1,0.02,0
3650,434,1,1,0.2
5000,434,0.6,1,0.85
7300,434,0,0.96,1
10000,434,0,0.35,0.73
730,435,1,0,0
1000,435,1,0,0
1825,435,0.98,1,0
3650,435,0,0,0.39
5000,435,0,0,0
7300,435,0,0,0
10000,435,0,0,0
730,436,0,0,0
1000,436,0,0,0
1825,436,0,0,0
3650,436,0.91,0,0
5000,436,1,0,0
7300,436,1,0,0
10000,436,0.99,0.89,0
730,437,0,0,0
1000,437,0,0,0
1825,437,1,0,0
3650,437,1,0.02,0
5000,437,1,1,0
7300,437,0.31999999999999995,1,0.37
10000,437,0,0.81,0.99
730,438,0,0,0
1000,438,0.93,0,0
1825,438,1,0,0
3650,438,1,1,0
5000,438,1,1,0.58
7300,438,1,1,0.99
10000,438,0.8200000000000001,1,1
730,439,1,0,0
1000,439,1,0,0
1825,439,0.83,1,0
3650,439,0,0,0.20999999999999996
5000,439,0,0,0
7300,439,0,0,0
10000,439,0,0,0
730,440,0,0,0
1000,440,0,0,0
1825,440,0.99,0,0
3650,440,1,0,0
5000,440,1,1,0
7300,440,0.52,1,0.1
10000,440,0,0.94,0.91
730,441,0,0,0
1000,441,0,0,0
1825,441,1,0,0
3650,441,1,0.32,0
5000,441,1,1,0
7300,441,0.99,1,0.65
10000,441,0.040000000000000036,1,0.98
730,442,0,0,0
1000,442,0,0,0
1825,442,0,0,0
3650,442,0.96,0,0
5000,442,1,0,0
7300,442,1,0,0
10000,442,1,0.88,0
730,443,0,0,0
1000,443,0.81,0,0
1825,443,1,0,0
3650,443,1,1,0
5000,443,1,1,0.44
7300,443,0.55,0.99,0.98
10000,443,0,0.98,0.99
730,444,0,0,0
1000,444,0.96,0,0
1825,444,1,0,0
3650,444,1,1,0
5000,444,1,1,0.35
7300,444,1,1,0.9
10000,444,1,1,1
730,445,0,0,0
1000,445,0,0,0
1825,445,1,0,0
3650,445,1,0,0
5000,445,1,1,0
7300,445,0.18999999999999995,1,0.21
10000,445,0,0.69,0.96
730,446,0,0,0
1000,446,0,0,0
1825,446,0,0,0
3650,446,0,0,0
5000,446,0.71,0,0
7300,446,1,0,0
10000,446,1,0,0
730,447,1,0,0
1000,447,1,0,0
1825,447,0.79,1,0
3650,447,0,0.30000000000000004,0.73
5000,447,0,0.020000000000000018,0.19999999999999996
7300,447,0,0,0
10000,447,0,0,0
730,448,0.18,0,0
1000,448,1,0,0
1825,448,1,0,0
3650,448,1,1,0.09
5000,448,1,1,0.89
7300,448,0.84,1,0.99
10000,448,0,1,1
730,449,0,0,0
1000,449,0,0,0
1825,449,0,0,0
3650,449,0,0,0
5000,449,0,0,0
7300,449,0,0,0
10000,449,0,0,0
730,450,0,0,0
1000,450,0,0,0
1825,450,0,0,0
3650,450,1,0,0
5000,450,1,0,0
7300,450,1,0.13,0
10000,450,1,0.99,0
730,451,0,0,0
1000,451,1,0,0
1825,451,1,0,0
3650,451,1,1,0.01
5000,451,1,1,0.67
7300,451,1,1,0.99
10000,451,1,1,1
730,452,0,0,0
1000,452,0,0,0
1825,452,0,0,0
3650,452,0,0,0
5000,452,0,0,0
7300,452,0,0,0
10000,452,0,0,0
730,453,0,0,0
1000,453,0,0,0
1825,453,0.49,0,0
3650,453,1,0,0
5000,453,1,0.68,0
7300,453,0.85,1,0
10000,453,0,1,0.68
730,454,0,0,0
1000,454,0,0,0
1825,454,0,0,0
3650,454,0.95,0,0
5000,454,1,0,0
7300,454,1,0,0
10000,454,1,0.77,0
730,455,1,0,0
1000,455,1,0,0
1825,455,1,0.99,0
3650,455,0,0.95,0.92
5000,455,0,0.030000000000000027,0.30000000000000004
7300,455,0,0,0
10000,455,0,0,0
730,456,0,0,0
1000,456,0,0,0
1825,456,0,0,0
3650,456,1,0,0
5000,456,1,0,0
7300,456,1,0.36,0
10000,456,0.9,0.98,0
730,457,0,0,0
1000,457,0,0,0
1825,457,0,0,0
3650,457,1,0,0
5000,457,1,0,0
7300,457,0.6699999999999999,1,0
10000,457,0,0.99,0.1
730,458,0,0,0
1000,458,0,0,0
1825,458,1,0,0
3650,458,1,0.87,0
5000,458,1,1,0
7300,458,0.06000000000000005,1,0.9
10000,458,0,0.55,0.91
730,459,0,0,0
1000,459,0,0,0
1825,459,0.88,0,0
3650,459,1,0,0
5000,459,1,0.69,0
7300,459,0.31999999999999995,1,0
10000,459,0,0.97,0.59
730,460,0.01,0,0
1000,460,1,0,0
1825,460,1,0,0
3650,460,0.07999999999999996,1,0.11
5000,460,0,0.85,0.82
7300,460,0,0.050000000000000044,0.45999999999999996
10000,460,0,0,0.030000000000000027
730,461,0,0,0
1000,461,0,0,0
1825,461,0,0,0
3650,461,1,0,0
5000,461,1,0,0
7300,461,1,0,0
10000,461,1,0.88,0
730,462,0,0,0
1000,462,0,0,0
1825,462,0.54,0,0
3650,462,1,0,0
5000,462,1,0.62,0
7300,462,1,1,0
10000,462,0.06999999999999995,1,0.6
730,463,0,0,0
1000,463,0,0,0
1825,463,0,0,0
3650,463,1,0,0
5000,463,1,0,0
7300,463,1,0.86,0
10000,463,0.89,1,0.01
730,464,0,0,0
1000,464,0,0,0
1825,464,0,0,0
3650,464,0,0,0
5000,464,1,0,0
7300,464,1,0,0
10000,464,1,0.02,0
730,465,0,0,0
